Tipo,Cidade,Estado,Vagas,Quartos,Area,Banheiros,Preco
Apartamento,Centro,Joinville,2 vagas,3 quartos,158 m²,3,"R$ 405.000,00"
Garden,Água Verde,Curitiba,1 vaga,1 quarto,72 m²,1,"R$ 401.940,85"
Apartamento,Portão,Curitiba,0 vaga,2 quartos,77 m²,1,"R$ 400.525,13"
Apartamento,Portão,Curitiba,1 vaga,2 quartos,77 m²,1,"R$ 400.525,13"
Casa,Jardim Curitiba,Colombo,3 vagas,3 quartos,165 m²,2,"R$ 400.000,00"
Casa,Iguaçu,Fazenda Rio Grande,3 vagas,4 quartos,250 m²,0,"R$ 400.000,00"
Casa,Uberaba,Curitiba,1 vaga,3 quartos,73 m²,1,"R$ 400.000,00"
Casa,Uberaba,Curitiba,1 vaga,3 quartos,64 m²,1,"R$ 400.000,00"
Casa,Tatuquara,Curitiba,3 vagas,5 quartos,120 m²,2,"R$ 400.000,00"
Casa,Alto Tarumã,Pinhais,1 vaga,2 quartos,90 m²,1,"R$ 400.000,00"
Casa,Weissópolis,Pinhais,0 vaga,2 quartos,95 m²,1,"R$ 400.000,00"
Sobrado,Boqueirão,Curitiba,2 vagas,3 quartos,100 m²,2,"R$ 400.000,00"
Casa,Alto Boqueirão,Curitiba,3 vagas,3 quartos,98 m²,3,"R$ 400.000,00"
Casa,Jardim Nossa Senhora De Fátima,Colombo,1 vaga,2 quartos,69 m²,1,"R$ 400.000,00"
Casa,Miringuava,São José Dos Pinhais,1 vaga,3 quartos,150 m²,1,"R$ 400.000,00"
Casa,Rio Da Onça,Garuva,0 vaga,2 quartos,212 m²,1,"R$ 400.000,00"
Casa,Cidade Industrial,Curitiba,0 vaga,3 quartos,100 m²,2,"R$ 400.000,00"
Sobrado,Sertãozinho,Matinhos,2 vagas,2 quartos,80 m²,1,"R$ 400.000,00"
Sobrado,Aeroporto,Pato Branco,1 vaga,3 quartos,86 m²,2,"R$ 400.000,00"
Sobrado,Aeroporto,Pato Branco,1 vaga,3 quartos,86 m²,2,"R$ 400.000,00"
Sobrado,Santa Cândida,Curitiba,0 vaga,2 quartos,110 m²,0,"R$ 400.000,00"
Apartamento,Balneário Paese,Itapoá,2 vagas,2 quartos,73 m²,2,"R$ 400.000,00"
Sobrado,Alto Boqueirão,Curitiba,2 vagas,4 quartos,126 m²,2,"R$ 400.000,00"
Casa,Cará-Cará,Ponta Grossa,2 vagas,3 quartos,0 m²,1,"R$ 400.000,00"
Casa,Jardim Cláudia,Pinhais,1 vaga,3 quartos,139 m²,1,"R$ 400.000,00"
Casa,Santa Cândida,Curitiba,0 vaga,2 quartos,50 m²,2,"R$ 400.000,00"
Apartamento,Bigorrilho,Curitiba,1 vaga,3 quartos,97 m²,2,"R$ 400.000,00"
Casa,Campo De Santana,Curitiba,2 vagas,2 quartos,130 m²,1,"R$ 400.000,00"
Sobrado,Alto Boqueirão,Curitiba,2 vagas,3 quartos,72 m²,2,"R$ 400.000,00"
Apartamento,Weissópolis,Pinhais,1 vaga,3 quartos,92 m²,0,"R$ 400.000,00"
Casa,Balneário Santa Clara,Itapoá,2 vagas,3 quartos,70 m²,2,"R$ 400.000,00"
Casa,Jardim Esmeralda,Colombo,2 vagas,2 quartos,150 m²,1,"R$ 400.000,00"
Sobrado,Uberaba,Curitiba,1 vaga,3 quartos,130 m²,3,"R$ 400.000,00"
Casa,Guatupê,São José Dos Pinhais,7 vagas,4 quartos,140 m²,2,"R$ 400.000,00"
Apartamento,Juvevê,Curitiba,1 vaga,3 quartos,117 m²,3,"R$ 400.000,00"
Casa,Cidade Industrial,Curitiba,1 vaga,3 quartos,125 m²,2,"R$ 400.000,00"
Apartamento,Vila Izabel,Curitiba,1 vaga,3 quartos,87 m²,2,"R$ 400.000,00"
Apartamento,Cabral,Curitiba,1 vaga,3 quartos,110 m²,2,"R$ 399.900,00"
Apartamento,Água Verde,Curitiba,1 vaga,3 quartos,135 m²,2,"R$ 399.900,00"
Apartamento,Centro,Curitiba,0 vaga,3 quartos,144 m²,2,"R$ 399.900,00"
Apartamento,Centro,Curitiba,0 vaga,4 quartos,95 m²,1,"R$ 399.000,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,3 quartos,115 m²,3,"R$ 399.000,00"
Sobrado,Capão Raso,Curitiba,2 vagas,3 quartos,79 m²,2,"R$ 399.000,00"
Sobrado,Bairro Alto,Curitiba,2 vagas,3 quartos,97 m²,2,"R$ 399.000,00"
Apartamento,Tingui,Curitiba,1 vaga,2 quartos,70 m²,1,"R$ 399.000,00"
Sobrado,Barreirinha,Curitiba,1 vaga,2 quartos,69 m²,2,"R$ 399.000,00"
Apartamento,Alto Da Rua Xv,Curitiba,1 vaga,3 quartos,168 m²,3,"R$ 399.000,00"
Casa,Tabuleiro,Matinhos,1 vaga,3 quartos,40 m²,2,"R$ 399.000,00"
Casa,Vila Yara,Colombo,2 vagas,3 quartos,62 m²,2,"R$ 399.000,00"
Apartamento,Tingui,Curitiba,1 vaga,3 quartos,106 m²,2,"R$ 399.000,00"
Casa,Jardim Santa Cândida,Colombo,6 vagas,2 quartos,80 m²,1,"R$ 399.000,00"
Apartamento,Centro,Curitiba,0 vaga,3 quartos,118 m²,2,"R$ 399.000,00"
Casa,Industrial,Pato Branco,2 vagas,3 quartos,186 m²,3,"R$ 398.000,00"
Casa,Planalto,Pato Branco,2 vagas,2 quartos,70 m²,1,"R$ 398.000,00"
Casa,Barreirinha,Curitiba,2 vagas,3 quartos,141 m²,2,"R$ 398.000,00"
Sobrado,Alto Boqueirão,Curitiba,1 vaga,3 quartos,100 m²,0,"R$ 398.000,00"
Sobrado,Boa Vista,Curitiba,1 vaga,3 quartos,112 m²,2,"R$ 398.000,00"
Sobrado,Cajuru,Curitiba,3 vagas,3 quartos,125 m²,2,"R$ 398.000,00"
Sobrado,Balneário Brasília,Itapoá,1 vaga,3 quartos,108 m²,2,"R$ 398.000,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,3 quartos,90 m²,1,"R$ 398.000,00"
Apartamento,Caioba,Matinhos,1 vaga,2 quartos,66 m²,1,"R$ 398.000,00"
Sobrado,Fraron,Pato Branco,1 vaga,2 quartos,100 m²,2,"R$ 398.000,00"
Apartamento,Capão Raso,Curitiba,1 vaga,3 quartos,97 m²,2,"R$ 398.000,00"
Casa,Batel,Antonina,1 vaga,2 quartos,141 m²,1,"R$ 398.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,2 quartos,74 m²,1,"R$ 398.000,00"
Casa,Solymar,Matinhos,1 vaga,3 quartos,100 m²,1,"R$ 398.000,00"
Casa,Vila Grécia,Almirante Tamandaré,2 vagas,3 quartos,230 m²,3,"R$ 398.000,00"
Sobrado,Alto Boqueirão,Curitiba,2 vagas,3 quartos,75 m²,2,"R$ 398.000,00"
Casa,Jardim Monza,Colombo,2 vagas,3 quartos,59 m²,2,"R$ 395.900,00"
Casa,Jardim Monza,Colombo,2 vagas,3 quartos,59 m²,2,"R$ 395.900,00"
Apartamento,Bairro Alto,Curitiba,1 vaga,2 quartos,51 m²,1,"R$ 395.721,84"
Apartamento,Afonso Pena,São José Dos Pinhais,1 vaga,3 quartos,90 m²,1,"R$ 395.000,00"
Apartamento,Alto Da Rua Xv,Curitiba,1 vaga,2 quartos,76 m²,0,"R$ 395.000,00"
Sobrado,Pinheirinho,Curitiba,1 vaga,3 quartos,118 m²,3,"R$ 395.000,00"
Apartamento,Portão,Curitiba,1 vaga,2 quartos,95 m²,1,"R$ 395.000,00"
Apartamento,Xaxim,Curitiba,1 vaga,3 quartos,120 m²,1,"R$ 395.000,00"
Sobrado,Uberaba,Curitiba,2 vagas,3 quartos,112 m²,0,"R$ 395.000,00"
Casa,Balneário Cambiju,Itapoá,1 vaga,3 quartos,89 m²,2,"R$ 395.000,00"
Casa,Hauer,Curitiba,3 vagas,3 quartos,100 m²,1,"R$ 395.000,00"
Apartamento,Centro,Campo Largo,1 vaga,1 quarto,86 m²,1,"R$ 395.000,00"
Apartamento,Uberaba,Curitiba,1 vaga,2 quartos,95 m²,2,"R$ 395.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,3 quartos,134 m²,1,"R$ 395.000,00"
Apartamento,Vargem Grande,Pinhais,2 vagas,3 quartos,96 m²,2,"R$ 395.000,00"
Apartamento,Centro,Curitiba,0 vaga,3 quartos,130 m²,2,"R$ 395.000,00"
Apartamento,Bom Retiro,Curitiba,1 vaga,2 quartos,93 m²,1,"R$ 395.000,00"
Sobrado,Boqueirão,Curitiba,2 vagas,3 quartos,77 m²,1,"R$ 395.000,00"
Sobrado,Xaxim,Curitiba,2 vagas,3 quartos,61 m²,2,"R$ 395.000,00"
Casa,Planta São Venâncio,Almirante Tamandaré,7 vagas,3 quartos,120 m²,3,"R$ 394.000,00"
Sobrado,Santa Cândida,Curitiba,2 vagas,3 quartos,79 m²,2,"R$ 394.000,00"
Casa,Boqueirão,Curitiba,1 vaga,3 quartos,100 m²,1,"R$ 392.000,00"
Sobrado,Fraron,Pato Branco,1 vaga,2 quartos,90 m²,3,"R$ 390.000,00"
Sobrado,Bairro Alto,Curitiba,2 vagas,5 quartos,150 m²,3,"R$ 390.000,00"
Sobrado,Boqueirão,Curitiba,2 vagas,3 quartos,80 m²,2,"R$ 390.000,00"
Apartamento,Centro,Pinhais,1 vaga,3 quartos,87 m²,2,"R$ 390.000,00"
Casa,Vila Bela,Guarapuava,1 vaga,3 quartos,95 m²,1,"R$ 390.000,00"
Apartamento,Guaíra,Curitiba,1 vaga,3 quartos,123 m²,2,"R$ 390.000,00"
Casa,Vila Trevo,Garuva,2 vagas,2 quartos,195 m²,2,"R$ 390.000,00"
Apartamento,Juvevê,Curitiba,2 vagas,3 quartos,140 m²,2,"R$ 390.000,00"
Casa,Jardim Floresta,Pato Branco,2 vagas,3 quartos,100 m²,2,"R$ 390.000,00"
Casa,Vila Graziela,Almirante Tamandaré,1 vaga,4 quartos,145 m²,2,"R$ 390.000,00"
Apartamento,Cristo Rei,Curitiba,1 vaga,3 quartos,123 m²,3,"R$ 390.000,00"
Casa,Alto Boqueirão,Curitiba,3 vagas,5 quartos,140 m²,2,"R$ 390.000,00"
Sobrado,Santa Cândida,Curitiba,1 vaga,3 quartos,90 m²,2,"R$ 390.000,00"
Apartamento,Mercês,Curitiba,0 vaga,3 quartos,80 m²,1,"R$ 390.000,00"
Sobrado,Santa Cândida,Curitiba,1 vaga,3 quartos,94 m²,3,"R$ 390.000,00"
Sobrado,Sítio Cercado,Curitiba,2 vagas,3 quartos,190 m²,2,"R$ 390.000,00"
Casa,Boa Vista,Ponta Grossa,2 vagas,3 quartos,59 m²,1,"R$ 390.000,00"
Apartamento,Ahú,Curitiba,1 vaga,2 quartos,112 m²,2,"R$ 390.000,00"
Casa,Sítio Cercado,Curitiba,2 vagas,2 quartos,153 m²,1,"R$ 390.000,00"
Apartamento,Guaíra,Curitiba,1 vaga,3 quartos,86 m²,2,"R$ 390.000,00"
Casa,Jardim Cláudia,Pinhais,3 vagas,3 quartos,200 m²,3,"R$ 390.000,00"
Casa,Emiliano Perneta,Pinhais,1 vaga,3 quartos,83 m²,1,"R$ 390.000,00"
Sobrado,Afonso Pena,São José Dos Pinhais,5 vagas,5 quartos,144 m²,2,"R$ 390.000,00"
Casa,Balneário Volta Ao Mundo I,Itapoá,2 vagas,3 quartos,90 m²,2,"R$ 390.000,00"
Sobrado,Braga,São José Dos Pinhais,2 vagas,5 quartos,190 m²,3,"R$ 390.000,00"
Casa,Ganchinho,Curitiba,2 vagas,3 quartos,99 m²,2,"R$ 390.000,00"
Casa,São Francisco,Pato Branco,1 vaga,3 quartos,92 m²,2,"R$ 389.000,00"
Apartamento,Bigorrilho,Curitiba,1 vaga,2 quartos,97 m²,1,"R$ 389.000,00"
Casa,Jardim Itambé,Colombo,2 vagas,3 quartos,70 m²,2,"R$ 389.000,00"
Apartamento,Estância Pinhais,Pinhais,1 vaga,3 quartos,79 m²,1,"R$ 389.000,00"
Apartamento,Jardim Botânico,Curitiba,1 vaga,3 quartos,114 m²,2,"R$ 389.000,00"
Apartamento,Boa Vista,Curitiba,1 vaga,2 quartos,64 m²,2,"R$ 389.000,00"
Casa,Parque Do Som,Pato Branco,1 vaga,2 quartos,120 m²,1,"R$ 389.000,00"
Apartamento,Campo Comprido,Curitiba,0 vaga,3 quartos,67 m²,1,"R$ 389.000,00"
Casa,Cristo Rei,Pato Branco,1 vaga,3 quartos,90 m²,3,"R$ 389.000,00"
Casa,Jardim Itambé,Colombo,2 vagas,3 quartos,70 m²,2,"R$ 389.000,00"
Studio,Alto Da Rua Xv,Curitiba,0 vaga,1 quarto,56 m²,1,"R$ 385.521,02"
Apartamento,Alto Da Rua Xv,Curitiba,0 vaga,1 quarto,32 m²,1,"R$ 385.521,02"
Apartamento,Bigorrilho,Curitiba,1 vaga,2 quartos,102 m²,2,"R$ 385.000,00"
Casa,Riviera,Matinhos,4 vagas,3 quartos,130 m²,2,"R$ 385.000,00"
Apartamento,Boa Vista,Curitiba,1 vaga,2 quartos,81 m²,2,"R$ 385.000,00"
Casa,Cristo Rei,Pato Branco,1 vaga,3 quartos,80 m²,2,"R$ 385.000,00"
Casa,Cristo Rei,Pato Branco,1 vaga,3 quartos,80 m²,1,"R$ 385.000,00"
Sobrado,Lamenha Grande,Almirante Tamandaré,3 vagas,1 quarto,82 m²,2,"R$ 385.000,00"
Apartamento,Pilarzinho,Curitiba,1 vaga,2 quartos,83 m²,0,"R$ 385.000,00"
Sobrado,Jardim Guarujá,Colombo,3 vagas,3 quartos,90 m²,2,"R$ 385.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,3 quartos,115 m²,1,"R$ 385.000,00"
Apartamento,Rebouças,Curitiba,0 vaga,1 quarto,42 m²,1,"R$ 385.000,00"
Sobrado,Santa Cândida,Curitiba,2 vagas,3 quartos,102 m²,2,"R$ 385.000,00"
Casa,Eucaliptos,Fazenda Rio Grande,4 vagas,3 quartos,120 m²,2,"R$ 385.000,00"
Apartamento,Boa Vista,Curitiba,1 vaga,2 quartos,81 m²,0,"R$ 385.000,00"
Apartamento,Boa Vista,Curitiba,1 vaga,2 quartos,81 m²,2,"R$ 385.000,00"
Casa,Barreirinha,Curitiba,1 vaga,3 quartos,80 m²,2,"R$ 385.000,00"
Casa,Tindiquera,Araucária,1 vaga,3 quartos,74 m²,1,"R$ 385.000,00"
Casa,Xaxim,Curitiba,2 vagas,1 quarto,150 m²,1,"R$ 385.000,00"
Sobrado,Balneário Volta Ao Mundo I,Itapoá,2 vagas,2 quartos,80 m²,1,"R$ 383.000,00"
Apartamento,Boqueirão,Curitiba,1 vaga,2 quartos,90 m²,2,"R$ 383.000,00"
Sobrado,Hauer,Curitiba,1 vaga,3 quartos,140 m²,2,"R$ 382.000,00"
Apartamento,Água Verde,Curitiba,1 vaga,1 quarto,72 m²,1,"R$ 380.991,40"
Apartamento,Cristo Rei,Curitiba,1 vaga,3 quartos,135 m²,2,"R$ 380.000,00"
Casa,Praia De Leste,Pontal Do Paraná,3 vagas,2 quartos,72 m²,2,"R$ 380.000,00"
Casa,Iguaçu,Fazenda Rio Grande,1 vaga,2 quartos,75 m²,1,"R$ 380.000,00"
Casa,Planta Araçatuba,Piraquara,2 vagas,3 quartos,60 m²,1,"R$ 380.000,00"
Casa,Jardim Cláudia,Pinhais,0 vaga,3 quartos,150 m²,2,"R$ 380.000,00"
Apartamento,Pilarzinho,Curitiba,1 vaga,2 quartos,81 m²,1,"R$ 380.000,00"
Casa,Bortot,Pato Branco,2 vagas,3 quartos,140 m²,1,"R$ 380.000,00"
Apartamento,Centro,Pato Branco,1 vaga,3 quartos,124 m²,2,"R$ 380.000,00"
Casa,Afonso Pena,São José Dos Pinhais,1 vaga,3 quartos,125 m²,1,"R$ 380.000,00"
Apartamento,Fanny,Curitiba,1 vaga,2 quartos,76 m²,2,"R$ 380.000,00"
Sobrado,Santa Cândida,Curitiba,1 vaga,3 quartos,90 m²,2,"R$ 380.000,00"
Casa,Alto Tarumã,Pinhais,3 vagas,2 quartos,90 m²,1,"R$ 380.000,00"
Casa,Uberaba,Curitiba,3 vagas,3 quartos,153 m²,2,"R$ 380.000,00"
Apartamento,Caioba,Matinhos,1 vaga,2 quartos,105 m²,1,"R$ 380.000,00"
Casa,Sítio Cercado,Curitiba,2 vagas,5 quartos,150 m²,3,"R$ 380.000,00"
Casa,Cachoeira,Curitiba,1 vaga,3 quartos,164 m²,1,"R$ 380.000,00"
Casa,Ipê,São José Dos Pinhais,4 vagas,5 quartos,300 m²,3,"R$ 380.000,00"
Casa,Balneário Jd. Pérola Do Atlântico,Itapoá,4 vagas,2 quartos,52 m²,1,"R$ 380.000,00"
Apartamento,Boa Vista,Curitiba,1 vaga,3 quartos,86 m²,2,"R$ 380.000,00"
Casa,Ipê,São José Dos Pinhais,2 vagas,3 quartos,130 m²,1,"R$ 380.000,00"
Apartamento,Caioba,Matinhos,1 vaga,2 quartos,68 m²,1,"R$ 380.000,00"
Casa,Jardim Roma,Almirante Tamandaré,1 vaga,2 quartos,192 m²,2,"R$ 380.000,00"
Sobrado,Capão Da Imbuia,Curitiba,2 vagas,3 quartos,140 m²,2,"R$ 380.000,00"
Casa,Atuba,Pinhais,1 vaga,3 quartos,67 m²,1,"R$ 380.000,00"
Casa,Barreirinha,Curitiba,1 vaga,2 quartos,115 m²,1,"R$ 380.000,00"
Apartamento,Orfãs,Ponta Grossa,2 vagas,3 quartos,111 m²,1,"R$ 380.000,00"
Casa,Lamenha Grande,Almirante Tamandaré,4 vagas,3 quartos,160 m²,3,"R$ 380.000,00"
Casa,Cachoeira,Curitiba,2 vagas,4 quartos,180 m²,2,"R$ 380.000,00"
Casa,Jardim Monza,Colombo,2 vagas,3 quartos,180 m²,2,"R$ 380.000,00"
Casa,Jardim Monza,Colombo,2 vagas,3 quartos,59 m²,2,"R$ 380.000,00"
Apartamento,Centro,Pato Branco,1 vaga,2 quartos,94 m²,1,"R$ 380.000,00"
Apartamento,Centro,Curitiba,1 vaga,3 quartos,124 m²,2,"R$ 380.000,00"
Casa,Atuba,Pinhais,3 vagas,3 quartos,140 m²,3,"R$ 380.000,00"
Apartamento,Água Verde,Curitiba,0 vaga,2 quartos,104 m²,2,"R$ 380.000,00"
Casa,Coroados,Guaratuba,1 vaga,3 quartos,80 m²,2,"R$ 380.000,00"
Casa,Vila Alto Da Cruz Iii,Colombo,1 vaga,3 quartos,110 m²,1,"R$ 380.000,00"
Apartamento,Batel,Curitiba,1 vaga,1 quarto,69 m²,1,"R$ 380.000,00"
Casa,Centro,Antonina,0 vaga,4 quartos,153 m²,1,"R$ 380.000,00"
Casa,Fraron,Pato Branco,1 vaga,3 quartos,88 m²,1,"R$ 380.000,00"
Casa,Ipacarai,Matinhos,2 vagas,3 quartos,67 m²,2,"R$ 380.000,00"
Casa,Eucaliptos,Fazenda Rio Grande,2 vagas,3 quartos,64 m²,1,"R$ 380.000,00"
Casa,Junara,Matinhos,2 vagas,2 quartos,74 m²,2,"R$ 380.000,00"
Casa,Junara,Matinhos,2 vagas,2 quartos,74 m²,2,"R$ 380.000,00"
Casa,Monza,Colombo,2 vagas,3 quartos,64 m²,2,"R$ 380.000,00"
Sobrado,Uberaba,Curitiba,2 vagas,6 quartos,185 m²,4,"R$ 380.000,00"
Apartamento,Juvevê,Curitiba,0 vaga,3 quartos,122 m²,2,"R$ 380.000,00"
Sobrado,Xaxim,Curitiba,0 vaga,3 quartos,140 m²,2,"R$ 380.000,00"
Casa,Alto Boqueirao,Curitiba,2 vagas,3 quartos,104 m²,1,"R$ 380.000,00"
Apartamento,Cabral,Curitiba,1 vaga,2 quartos,102 m²,1,"R$ 379.000,00"
Casa,Bom Retiro,Joinville,1 vaga,2 quartos,87 m²,3,"R$ 379.000,00"
Casa,Cajuru,Curitiba,2 vagas,3 quartos,63 m²,1,"R$ 379.000,00"
Casa,São José,Itapoá,2 vagas,3 quartos,80 m²,2,"R$ 378.990,00"
Apartamento,Caioba,Matinhos,1 vaga,2 quartos,48 m²,1,"R$ 378.700,00"
Apartamento,Novo Mundo,Curitiba,1 vaga,2 quartos,109 m²,2,"R$ 377.862,08"
Apartamento,Hauer,Curitiba,1 vaga,2 quartos,89 m²,1,"R$ 377.158,00"
Casa,Santa Cândida,Curitiba,2 vagas,3 quartos,101 m²,2,"R$ 377.000,00"
Casa,Barreirinha,Curitiba,2 vagas,3 quartos,78 m²,2,"R$ 375.000,00"
Casa,Bairro Alto,Curitiba,4 vagas,3 quartos,150 m²,1,"R$ 375.000,00"
Apartamento,Bigorrilho,Curitiba,1 vaga,2 quartos,110 m²,2,"R$ 375.000,00"
Apartamento,Mossunguê,Curitiba,1 vaga,1 quarto,51 m²,1,"R$ 375.000,00"
Apartamento,Centro,Curitiba,0 vaga,3 quartos,119 m²,2,"R$ 375.000,00"
Sobrado,Vila São Gabriel,Colombo,2 vagas,3 quartos,89 m²,3,"R$ 374.900,00"
Apartamento,Caioba,Matinhos,0 vaga,2 quartos,48 m²,1,"R$ 373.200,00"
Apartamento,Caioba,Matinhos,0 vaga,2 quartos,48 m²,1,"R$ 373.200,00"
Apartamento,Pinheirinho,Pato Branco,1 vaga,2 quartos,82 m²,1,"R$ 372.105,32"
Apartamento,Santa Terezinha,Pato Branco,1 vaga,2 quartos,106 m²,1,"R$ 372.105,32"
Apartamento,Ahu,Curitiba,1 vaga,3 quartos,116 m²,2,"R$ 372.000,00"
Apartamento,Juvevê,Curitiba,1 vaga,2 quartos,85 m²,1,"R$ 372.000,00"
Apartamento,Centro,Curitiba,0 vaga,4 quartos,162 m²,2,"R$ 372.000,00"
Apartamento,Hauer,Curitiba,0 vaga,2 quartos,51 m²,0,"R$ 370.676,00"
Apartamento,Hauer,Curitiba,0 vaga,2 quartos,51 m²,0,"R$ 370.676,00"
Apartamento,Hauer,Curitiba,0 vaga,0 quarto,51 m²,0,"R$ 370.676,00"
Apartamento,Hauer,Curitiba,1 vaga,2 quartos,51 m²,0,"R$ 370.676,00"
Apartamento,Hauer,Curitiba,0 vaga,1 quarto,51 m²,1,"R$ 370.676,00"
Apartamento,Hauer,Curitiba,0 vaga,2 quartos,51 m²,0,"R$ 370.676,00"
Apartamento,Hauer,Curitiba,0 vaga,2 quartos,51 m²,1,"R$ 370.676,00"
Casa,Sítio Cercado,Curitiba,1 vaga,4 quartos,100 m²,1,"R$ 370.000,00"
Casa,Uberaba,Curitiba,2 vagas,3 quartos,70 m²,1,"R$ 370.000,00"
Casa,Santa Terezinha,Fazenda Rio Grande,2 vagas,2 quartos,190 m²,1,"R$ 370.000,00"
Apartamento,Ahú,Curitiba,1 vaga,3 quartos,108 m²,3,"R$ 370.000,00"
Apartamento,Alto Da Rua Xv,Curitiba,1 vaga,2 quartos,126 m²,1,"R$ 370.000,00"
Apartamento,Centro,Pinhais,1 vaga,2 quartos,109 m²,2,"R$ 370.000,00"
Casa,Jardim Arco Íris,Almirante Tamandaré,3 vagas,4 quartos,166 m²,3,"R$ 370.000,00"
Casa,Jardim Monte Santo,Almirante Tamandaré,5 vagas,3 quartos,124 m²,3,"R$ 370.000,00"
Casa,Jardim Maria Luiza,Antonina,0 vaga,1 quarto,142 m²,1,"R$ 370.000,00"
Sobrado,Fraron,Pato Branco,1 vaga,3 quartos,78 m²,2,"R$ 370.000,00"
Casa,São Braz,Curitiba,3 vagas,4 quartos,98 m²,1,"R$ 370.000,00"
Apartamento,Ahú,Curitiba,1 vaga,2 quartos,98 m²,1,"R$ 370.000,00"
Apartamento,Balneário Cambiju,Itapoá,1 vaga,2 quartos,76 m²,2,"R$ 370.000,00"
Apartamento,Água Verde,Curitiba,0 vaga,3 quartos,100 m²,2,"R$ 370.000,00"
Apartamento,Portão,Curitiba,1 vaga,3 quartos,108 m²,2,"R$ 370.000,00"
Casa,Cidade Industrial,Curitiba,3 vagas,2 quartos,150 m²,3,"R$ 370.000,00"
Cobertura,Portão,Curitiba,2 vagas,3 quartos,110 m²,3,"R$ 370.000,00"
Apartamento,Vila Izabel,Curitiba,2 vagas,2 quartos,69 m²,2,"R$ 370.000,00"
Casa,São Francisco,Pato Branco,2 vagas,2 quartos,100 m²,2,"R$ 370.000,00"
Casa,Ipacarai,Matinhos,2 vagas,2 quartos,62 m²,2,"R$ 370.000,00"
Apartamento,Batel,Curitiba,1 vaga,1 quarto,81 m²,1,"R$ 370.000,00"
Sobrado,Atuba,Curitiba,2 vagas,3 quartos,86 m²,3,"R$ 370.000,00"
Apartamento,Bacacheri,Curitiba,1 vaga,2 quartos,65 m²,2,"R$ 370.000,00"
Apartamento,Boqueirão,Curitiba,1 vaga,2 quartos,99 m²,1,"R$ 370.000,00"
Sobrado,Sítio Cercado,Curitiba,2 vagas,3 quartos,125 m²,2,"R$ 370.000,00"
Apartamento,Balneário Jardim Da Barra,Itapoá,1 vaga,3 quartos,82 m²,2,"R$ 370.000,00"
Casa,Balneário São José I,Itapoá,2 vagas,3 quartos,81 m²,2,"R$ 370.000,00"
Casa,Balneário Princesa Do Mar,Itapoá,1 vaga,3 quartos,102 m²,1,"R$ 370.000,00"
Casa,Jardim Carmem,São José Dos Pinhais,2 vagas,3 quartos,137 m²,3,"R$ 370.000,00"
Casa,Parque Dos Lagos,Colombo,3 vagas,3 quartos,85 m²,2,"R$ 370.000,00"
Sobrado,Fraron,Pato Branco,1 vaga,2 quartos,72 m²,3,"R$ 370.000,00"
Sobrado,Barreirinha,Curitiba,2 vagas,3 quartos,100 m²,2,"R$ 370.000,00"
Apartamento,Vila Izabel,Curitiba,1 vaga,3 quartos,109 m²,2,"R$ 370.000,00"
Apartamento,Ahú,Curitiba,1 vaga,3 quartos,131 m²,3,"R$ 370.000,00"
Casa,Balneário Cambiju,Itapoá,1 vaga,2 quartos,73 m²,1,"R$ 370.000,00"
Casa,Rio Pequeno,São José Dos Pinhais,1 vaga,2 quartos,149 m²,1,"R$ 369.900,00"
Casa,Jardim Adriana,Colombo,1 vaga,3 quartos,120 m²,1,"R$ 369.900,00"
Apartamento,Água Verde,Curitiba,1 vaga,1 quarto,62 m²,1,"R$ 369.093,00"
Casa,Cristo Rei,Pato Branco,1 vaga,3 quartos,90 m²,2,"R$ 369.000,00"
Casa,Campo Pequeno,Colombo,3 vagas,3 quartos,82 m²,1,"R$ 369.000,00"
Casa,Jardim Floresta,Pato Branco,1 vaga,3 quartos,76 m²,1,"R$ 369.000,00"
Casa,Alvorada,Pato Branco,1 vaga,4 quartos,225 m²,3,"R$ 369.000,00"
Casa,Novo Horizonte,Pato Branco,2 vagas,3 quartos,132 m²,1,"R$ 369.000,00"
Casa,Jardim Guaíra,Colombo,3 vagas,3 quartos,64 m²,2,"R$ 369.000,00"
Casa,Jardim Guaíra,Colombo,3 vagas,3 quartos,64 m²,2,"R$ 369.000,00"
Casa,Dos Estados,Guarapuava,1 vaga,2 quartos,72 m²,1,"R$ 369.000,00"
Casa,Jardim Esmeralda,Campo Largo,1 vaga,3 quartos,94 m²,1,"R$ 369.000,00"
Casa,Cidade Industrial,Curitiba,2 vagas,2 quartos,84 m²,1,"R$ 369.000,00"
Casa,Balneário Rainha,Itapoá,3 vagas,4 quartos,170 m²,2,"R$ 368.000,00"
Sobrado,Alto Boqueirão,Curitiba,5 vagas,3 quartos,170 m²,2,"R$ 365.000,00"
Sobrado,Afonso Pena,São José Dos Pinhais,2 vagas,3 quartos,95 m²,2,"R$ 365.000,00"
Apartamento,Bacacheri,Curitiba,1 vaga,3 quartos,116 m²,2,"R$ 365.000,00"
Apartamento,Capão Raso,Curitiba,2 vagas,2 quartos,72 m²,1,"R$ 365.000,00"
Apartamento,Atuba,Curitiba,1 vaga,3 quartos,72 m²,2,"R$ 365.000,00"
