Tipo,Cidade,Estado,Vagas,Quartos,Area,Banheiros,Preco
Casa,São João,Curitiba,10 vagas,4 quartos,1340 m²,10,"R$ 13.000.000,00"
Casa,Cacupé,Florianópolis,5 vagas,5 quartos,580 m²,5,"R$ 13.000.000,00"
Casa,Alphaville Graciosa,Pinhais,6 vagas,4 quartos,585 m²,1,"R$ 7.950.000,00"
Casa,Santa Felicidade,Curitiba,14 vagas,4 quartos,622 m²,7,"R$ 7.800.000,00"
Apartamento,Ecoville,Curitiba,0 vaga,4 quartos,380 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,6 quartos,277 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,277 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,293 m²,4,"R$ 7.211.303,00"
Cobertura,Mossunguê,Curitiba,0 vaga,4 quartos,277 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,0,"R$ 7.211.303,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,0,"R$ 7.211.303,00"
Casa,São João,Curitiba,7 vagas,3 quartos,1000 m²,7,"R$ 6.900.000,00"
Casa,Alphaville Graciosa,Pinhais,0 vaga,4 quartos,568 m²,6,"R$ 6.560.400,00"
Apartamento,Caioba,Matinhos,3 vagas,4 quartos,341 m²,5,"R$ 5.500.000,00"
Casa,Alphaville Graciosa,Pinhais,6 vagas,4 quartos,550 m²,2,"R$ 5.411.000,00"
Apartamento,Mossunguê,Curitiba,2 vagas,4 quartos,255 m²,0,"R$ 5.209.674,00"
Apartamento,Centro,Balneário Piçarras,3 vagas,3 quartos,338 m²,3,"R$ 4.762.927,08"
Apartamento,Meia Praia,Itapema,4 vagas,8 quartos,211 m²,0,"R$ 4.750.000,00"
Apartamento,Ecoville,Curitiba,4 vagas,5 quartos,535 m²,4,"R$ 4.536.000,00"
Casa,Alphaville Graciosa,Pinhais,5 vagas,4 quartos,740 m²,5,"R$ 4.400.000,00"
Sobrado,Chácaras Renascença,Campina Grande Do Sul,3 vagas,3 quartos,630 m²,6,"R$ 4.300.000,00"
Casa,Vila De Lurdes,Campo Largo,4 vagas,4 quartos,430 m²,2,"R$ 4.300.000,00"
Apartamento,Cabral,Curitiba,6 vagas,4 quartos,731 m²,6,"R$ 4.100.000,00"
Apartamento,América,Joinville,3 vagas,4 quartos,368 m²,6,"R$ 4.060.000,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Ecoville,Curitiba,0 vaga,4 quartos,197 m²,0,"R$ 3.939.288,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,0,"R$ 3.939.288,00"
Apartamento,Caioba,Matinhos,3 vagas,4 quartos,230 m²,5,"R$ 3.920.000,00"
Casa,Vila Isabel,Pato Branco,4 vagas,4 quartos,496 m²,7,"R$ 3.900.000,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,1,"R$ 3.864.135,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,255 m²,0,"R$ 3.864.135,00"
Apartamento,Mossunguê,Curitiba,1 vaga,2 quartos,255 m²,1,"R$ 3.864.135,00"
Casa,Centro,Pato Branco,9 vagas,4 quartos,850 m²,3,"R$ 3.850.000,00"
Sobrado,Itajuba,Barra Velha,2 vagas,5 quartos,300 m²,4,"R$ 3.814.000,00"
Apartamento,Praia Brava De Itajaí,Itajaí,3 vagas,4 quartos,230 m²,1,"R$ 3.768.554,90"
Casa,Butiatuvinha,Curitiba,4 vagas,3 quartos,470 m²,5,"R$ 3.700.000,00"
Apartamento,Cabral,Curitiba,4 vagas,4 quartos,653 m²,0,"R$ 3.700.000,00"
Casa,Campo Comprido,Curitiba,10 vagas,4 quartos,435 m²,5,"R$ 3.500.000,00"
Casa,Alphaville Graciosa,Pinhais,10 vagas,4 quartos,440 m²,4,"R$ 3.500.000,00"
Apartamento,Caioba,Matinhos,3 vagas,4 quartos,315 m²,5,"R$ 3.469.959,00"
Duplex,Centro,Bombinhas,2 vagas,3 quartos,222 m²,3,"R$ 3.368.119,54"
Apartamento,Mossunguê,Curitiba,2 vagas,4 quartos,184 m²,0,"R$ 3.296.473,00"
Casa,Alphaville Graciosa,Pinhais,0 vaga,4 quartos,284 m²,1,"R$ 3.280.000,00"
Casa,Centro,Curitiba,4 vagas,3 quartos,840 m²,5,"R$ 3.200.000,00"
Cobertura,Cabral,Curitiba,3 vagas,3 quartos,471 m²,5,"R$ 3.200.000,00"
Casa,Alphaville Graciosa,Pinhais,3 vagas,4 quartos,383 m²,1,"R$ 3.150.000,00"
Casa,Alphaville Graciosa,Pinhais,8 vagas,4 quartos,344 m²,4,"R$ 3.050.000,00"
Apartamento,Centro,Pato Branco,4 vagas,4 quartos,345 m²,2,"R$ 3.015.000,00"
Cobertura,Centro,Pato Branco,3 vagas,3 quartos,469 m²,4,"R$ 3.001.869,00"
Apartamento,Cacupé,Florianópolis,3 vagas,3 quartos,368 m²,4,"R$ 3.000.000,00"
Casa,Jardim Social,Curitiba,8 vagas,5 quartos,571 m²,8,"R$ 2.998.000,00"
Casa,Campo Comprido,Curitiba,5 vagas,4 quartos,702 m²,8,"R$ 2.990.000,00"
Casa,Pineville,Pinhais,12 vagas,3 quartos,346 m²,5,"R$ 2.950.000,00"
Apartamento,Mossunguê,Curitiba,1 vaga,2 quartos,184 m²,1,"R$ 2.948.453,00"
Apartamento,Mossunguê,Curitiba,0 vaga,4 quartos,184 m²,1,"R$ 2.948.000,00"
Casa,São Luiz,Pato Branco,2 vagas,3 quartos,299 m²,3,"R$ 2.900.000,00"
Casa,Aristocrata,São José Dos Pinhais,3 vagas,3 quartos,480 m²,3,"R$ 2.900.000,00"
Casa,Vila Isabel,Pato Branco,5 vagas,5 quartos,476 m²,1,"R$ 2.900.000,00"
Casa,Jardim Botânico,Curitiba,10 vagas,6 quartos,600 m²,2,"R$ 2.900.000,00"
Casa,Parzianello,Pato Branco,2 vagas,3 quartos,315 m²,2,"R$ 2.869.000,00"
Casa,Seminário,Curitiba,4 vagas,4 quartos,421 m²,7,"R$ 2.850.000,00"
Casa,Centro,Pato Branco,4 vagas,4 quartos,350 m²,2,"R$ 2.850.000,00"
Casa,La Salle,Pato Branco,4 vagas,4 quartos,334 m²,2,"R$ 2.850.000,00"
Casa,Jardim Padre José De Anchieta,Campo Largo,5 vagas,4 quartos,282 m²,3,"R$ 2.800.000,00"
Sobrado,Centro,Guarapuava,3 vagas,4 quartos,390 m²,2,"R$ 2.800.000,00"
Casa,Glória,Joinville,2 vagas,3 quartos,296 m²,2,"R$ 2.700.000,00"
Apartamento,Batel,Curitiba,2 vagas,3 quartos,258 m²,0,"R$ 2.700.000,00"
Casa,Uberaba,Curitiba,4 vagas,4 quartos,303 m²,6,"R$ 2.700.000,00"
Cobertura,Mercês,Curitiba,3 vagas,4 quartos,303 m²,1,"R$ 2.600.000,00"
Apartamento,Batel,Curitiba,2 vagas,3 quartos,258 m²,0,"R$ 2.600.000,00"
Apartamento,Caioba,Matinhos,2 vagas,3 quartos,291 m²,4,"R$ 2.590.000,00"
Casa,Pineville,Pinhais,4 vagas,4 quartos,430 m²,6,"R$ 2.520.000,00"
Apartamento,Carioca,São José Dos Pinhais,2 vagas,3 quartos,226 m²,4,"R$ 2.500.000,00"
Casa,Capão Da Imbuia,Curitiba,6 vagas,3 quartos,350 m²,4,"R$ 2.500.000,00"
Casa,Butiatuvinha,Curitiba,4 vagas,5 quartos,372 m²,6,"R$ 2.500.000,00"
Casa,Brasília,Pato Branco,4 vagas,3 quartos,461 m²,5,"R$ 2.500.000,00"
Casa,Boa Vista,Curitiba,6 vagas,4 quartos,350 m²,6,"R$ 2.500.000,00"
Cobertura,Caioba,Matinhos,2 vagas,3 quartos,224 m²,3,"R$ 2.499.000,00"
Casa,Taboão,Curitiba,4 vagas,4 quartos,346 m²,2,"R$ 2.490.000,00"
Casa,São Luiz,Pato Branco,2 vagas,4 quartos,364 m²,3,"R$ 2.480.000,00"
Casa,Umbará,Curitiba,4 vagas,5 quartos,386 m²,5,"R$ 2.460.000,00"
Apartamento,Batel,Curitiba,2 vagas,3 quartos,258 m²,0,"R$ 2.450.000,00"
Casa,Parque Do Som,Pato Branco,3 vagas,4 quartos,331 m²,5,"R$ 2.450.000,00"
Casa,São Gabriel,Colombo,0 vaga,4 quartos,373 m²,0,"R$ 2.390.000,00"
Apartamento,Meia Praia,Itapema,3 vagas,6 quartos,138 m²,0,"R$ 2.390.000,00"
Casa,La Salle,Pato Branco,2 vagas,3 quartos,280 m²,2,"R$ 2.380.000,00"
Casa,São João,Curitiba,10 vagas,4 quartos,314 m²,3,"R$ 2.350.000,00"
Apartamento,Pioneiros,Balneário Camboriú,3 vagas,4 quartos,211 m²,4,"R$ 2.350.000,00"
Apartamento,Centro,Pato Branco,3 vagas,3 quartos,333 m²,4,"R$ 2.300.000,00"
Casa,Gaivotas,Matinhos,7 vagas,4 quartos,357 m²,6,"R$ 2.300.000,00"
Apartamento,Cabral,Curitiba,3 vagas,4 quartos,343 m²,1,"R$ 2.300.000,00"
Casa,Jardim Botânico,Curitiba,4 vagas,4 quartos,420 m²,1,"R$ 2.290.000,00"
Casa,La Salle,Pato Branco,2 vagas,3 quartos,365 m²,4,"R$ 2.290.000,00"
Casa,P. Quatro Barras,Quatro Barras,3 vagas,5 quartos,380 m²,3,"R$ 2.250.000,00"
Casa,Santo Inácio,Curitiba,3 vagas,4 quartos,317 m²,5,"R$ 2.250.000,00"
Casa,Pineville,Pinhais,4 vagas,3 quartos,393 m²,6,"R$ 2.240.000,00"
Triplex,Riviera,Matinhos,4 vagas,7 quartos,198 m²,7,"R$ 2.200.000,00"
Cobertura,Bacacheri,Curitiba,2 vagas,3 quartos,205 m²,1,"R$ 2.200.000,00"
Sobrado,Alto Da Rua Xv,Curitiba,5 vagas,4 quartos,305 m²,4,"R$ 2.200.000,00"
Casa,Brasília,Pato Branco,2 vagas,4 quartos,383 m²,4,"R$ 2.200.000,00"
Sobrado,Praia De Leste,Pontal Do Paraná,3 vagas,6 quartos,323 m²,4,"R$ 2.200.000,00"
Casa,Estrela,Ponta Grossa,5 vagas,3 quartos,424 m²,2,"R$ 2.200.000,00"
Sobrado,Capão Da Imbuia,Curitiba,1 vaga,4 quartos,399 m²,2,"R$ 2.199.000,00"
Casa,Barreirinha,Curitiba,3 vagas,3 quartos,276 m²,4,"R$ 2.187.000,00"
Apartamento,Centro,Balneário Piçarras,0 vaga,3 quartos,252 m²,3,"R$ 2.150.000,00"
Casa,Centro,Garuva,2 vagas,3 quartos,300 m²,1,"R$ 2.120.000,00"
Casa,Rebouças,Curitiba,14 vagas,3 quartos,457 m²,3,"R$ 2.100.000,00"
Apartamento,Meia Praia,Itapema,3 vagas,8 quartos,173 m²,0,"R$ 2.020.000,00"
Casa,Santo Inácio,Curitiba,1 vaga,3 quartos,350 m²,4,"R$ 2.000.000,00"
Casa,Vista Alegre,Curitiba,8 vagas,7 quartos,505 m²,5,"R$ 2.000.000,00"
Sobrado,La Salle,Pato Branco,4 vagas,4 quartos,400 m²,3,"R$ 1.998.000,00"
Casa,Água Verde,Curitiba,8 vagas,4 quartos,604 m²,4,"R$ 1.990.000,00"
Sobrado,La Salle,Pato Branco,2 vagas,4 quartos,313 m²,5,"R$ 1.990.000,00"
Casa,Portão,Curitiba,3 vagas,4 quartos,310 m²,4,"R$ 1.980.000,00"
Casa,Seminário,Curitiba,4 vagas,4 quartos,265 m²,4,"R$ 1.980.000,00"
Apartamento,Juvevê,Curitiba,2 vagas,4 quartos,347 m²,5,"R$ 1.980.000,00"
Casa,Jardim Botânico,Curitiba,0 vaga,4 quartos,397 m²,4,"R$ 1.980.000,00"
Casa,Santa Felicidade,Curitiba,3 vagas,7 quartos,375 m²,6,"R$ 1.955.000,00"
Casa,Cachoeira,Curitiba,10 vagas,3 quartos,396 m²,1,"R$ 1.950.000,00"
Casa,Santo Inácio,Curitiba,3 vagas,4 quartos,310 m²,3,"R$ 1.950.000,00"
Casa,Mercês,Curitiba,8 vagas,5 quartos,440 m²,2,"R$ 1.950.000,00"
Casa,Cachoeira,Curitiba,10 vagas,3 quartos,454 m²,2,"R$ 1.950.000,00"
Apartamento,Itapema Do Norte,Itapoá,2 vagas,3 quartos,174 m²,4,"R$ 1.910.000,00"
Casa,Butiatuvinha,Curitiba,0 vaga,3 quartos,355 m²,2,"R$ 1.900.000,00"
Casa,Boa Vista,Curitiba,7 vagas,3 quartos,340 m²,4,"R$ 1.900.000,00"
Cobertura,Centro,Ponta Grossa,2 vagas,4 quartos,234 m²,3,"R$ 1.900.000,00"
Casa,São Braz,Curitiba,4 vagas,4 quartos,230 m²,4,"R$ 1.900.000,00"
Casa,La Salle,Pato Branco,2 vagas,3 quartos,300 m²,5,"R$ 1.890.000,00"
Sobrado,Cristo Rei,Curitiba,3 vagas,3 quartos,280 m²,3,"R$ 1.890.000,00"
Casa,Fraron,Pato Branco,4 vagas,4 quartos,283 m²,2,"R$ 1.890.000,00"
Casa,Boa Vista,Curitiba,4 vagas,5 quartos,460 m²,4,"R$ 1.890.000,00"
Casa,São Francisco,Curitiba,4 vagas,3 quartos,312 m²,4,"R$ 1.870.000,00"
Casa,Sítio Cercado,Curitiba,4 vagas,4 quartos,274 m²,4,"R$ 1.850.000,00"
Casa,Campo Largo Da Roseira,São José Dos Pinhais,1 vaga,5 quartos,370 m²,2,"R$ 1.850.000,00"
Sobrado,Bairro Alto,Curitiba,3 vagas,3 quartos,815 m²,4,"R$ 1.850.000,00"
Apartamento,Ahú,Curitiba,2 vagas,4 quartos,263 m²,4,"R$ 1.850.000,00"
Casa,Boqueirão,Curitiba,0 vaga,3 quartos,250 m²,4,"R$ 1.850.000,00"
Casa,Umbará,Curitiba,3 vagas,4 quartos,301 m²,3,"R$ 1.850.000,00"
Apartamento,Bigorrilho,Curitiba,2 vagas,3 quartos,199 m²,3,"R$ 1.849.000,00"
Apartamento,Centro,Ponta Grossa,2 vagas,3 quartos,283 m²,3,"R$ 1.830.000,00"
Apartamento,Mossunguê,Curitiba,1 vaga,2 quartos,95 m²,1,"R$ 1.805.511,00"
Casa,Boqueirão,Curitiba,10 vagas,5 quartos,780 m²,3,"R$ 1.800.000,00"
Casa,Atuba,Curitiba,3 vagas,3 quartos,329 m²,4,"R$ 1.800.000,00"
Casa,Água Verde,Curitiba,3 vagas,4 quartos,270 m²,4,"R$ 1.800.000,00"
Casa,Jardim Carvalho,Ponta Grossa,2 vagas,7 quartos,279 m²,1,"R$ 1.800.000,00"
Casa,Weissópolis,Pinhais,0 vaga,0 quarto,245 m²,0,"R$ 1.800.000,00"
Casa,Centro,Pinhais,4 vagas,3 quartos,205 m²,2,"R$ 1.800.000,00"
Cobertura,Centro,Pato Branco,2 vagas,3 quartos,373 m²,3,"R$ 1.800.000,00"
Sobrado,Santa Quitéria,Curitiba,4 vagas,4 quartos,238 m²,3,"R$ 1.800.000,00"
Casa,Pinheiros,Pato Branco,4 vagas,4 quartos,377 m²,2,"R$ 1.799.000,00"
Sobrado,Uberaba,Curitiba,0 vaga,3 quartos,400 m²,3,"R$ 1.790.000,00"
Sobrado,São Gabriel,Colombo,2 vagas,3 quartos,294 m²,3,"R$ 1.790.000,00"
Casa,Uberaba,Curitiba,5 vagas,5 quartos,350 m²,4,"R$ 1.790.000,00"
Casa,Campina Do Siqueira,Curitiba,6 vagas,3 quartos,505 m²,6,"R$ 1.790.000,00"
Casa,Parzianello,Pato Branco,2 vagas,3 quartos,228 m²,3,"R$ 1.780.000,00"
Casa,Industrial,Pato Branco,2 vagas,3 quartos,270 m²,3,"R$ 1.770.000,00"
Casa,Jardim Social,Curitiba,3 vagas,4 quartos,300 m²,6,"R$ 1.770.000,00"
Casa,Centro,Curitiba,5 vagas,3 quartos,250 m²,1,"R$ 1.750.000,00"
Apartamento,Bigorrilho,Curitiba,2 vagas,3 quartos,196 m²,1,"R$ 1.749.000,00"
Casa,Boa Vista,Curitiba,3 vagas,6 quartos,437 m²,2,"R$ 1.740.000,00"
Apartamento,Alto Da Glória,Curitiba,2 vagas,2 quartos,159 m²,3,"R$ 1.732.500,00"
Cobertura,Caioba,Matinhos,2 vagas,3 quartos,168 m²,3,"R$ 1.725.000,00"
Casa,São Luiz,Pato Branco,3 vagas,3 quartos,265 m²,3,"R$ 1.720.000,00"
Casa,Bacacheri,Curitiba,1 vaga,4 quartos,181 m²,2,"R$ 1.700.000,00"
Casa,Santa Felicidade,Curitiba,4 vagas,4 quartos,247 m²,4,"R$ 1.700.000,00"
Casa,Jardim América,Pato Branco,4 vagas,4 quartos,290 m²,4,"R$ 1.700.000,00"
Apartamento,Centro,Pato Branco,2 vagas,3 quartos,263 m²,4,"R$ 1.700.000,00"
Apartamento,Batel,Curitiba,2 vagas,3 quartos,262 m²,3,"R$ 1.700.000,00"
Sobrado,Uberaba,Curitiba,4 vagas,3 quartos,286 m²,2,"R$ 1.700.000,00"
Apartamento,Batel,Curitiba,2 vagas,4 quartos,386 m²,4,"R$ 1.700.000,00"
Apartamento,Vila Izabel,Curitiba,0 vaga,4 quartos,123 m²,4,"R$ 1.698.490,34"
Apartamento,Juvevê,Curitiba,3 vagas,3 quartos,245 m²,3,"R$ 1.690.000,00"
Casa,Atuba,Curitiba,0 vaga,4 quartos,305 m²,0,"R$ 1.690.000,00"
Casa,Emiliano Perneta,Pinhais,4 vagas,4 quartos,248 m²,4,"R$ 1.690.000,00"
Apartamento,Centro,Bombinhas,2 vagas,3 quartos,111 m²,3,"R$ 1.683.908,26"
Casa,Jardim Das Américas,Curitiba,7 vagas,5 quartos,305 m²,5,"R$ 1.680.000,00"
Sobrado,Dos Estados,Guarapuava,3 vagas,4 quartos,370 m²,5,"R$ 1.680.000,00"
Apartamento,Centro,São José Dos Pinhais,2 vagas,3 quartos,208 m²,2,"R$ 1.680.000,00"
Sobrado,Colônia Dona Luíza,Ponta Grossa,2 vagas,4 quartos,310 m²,5,"R$ 1.680.000,00"
Casa,La Salle,Pato Branco,4 vagas,4 quartos,360 m²,2,"R$ 1.665.000,00"
Sobrado,Vila Izabel,Curitiba,2 vagas,3 quartos,213 m²,4,"R$ 1.650.000,00"
Sobrado,Parque Do Som,Pato Branco,2 vagas,3 quartos,322 m²,3,"R$ 1.650.000,00"
Triplex,Vila Izabel,Curitiba,2 vagas,3 quartos,213 m²,4,"R$ 1.650.000,00"
Sobrado,Santo Inácio,Curitiba,3 vagas,3 quartos,253 m²,5,"R$ 1.650.000,00"
Sobrado,Vila Izabel,Curitiba,2 vagas,3 quartos,195 m²,5,"R$ 1.650.000,00"
Casa,Vila Izabel,Curitiba,2 vagas,3 quartos,195 m²,4,"R$ 1.650.000,00"
Sobrado,São Francisco,Curitiba,3 vagas,4 quartos,234 m²,5,"R$ 1.650.000,00"
Sobrado,Vila Izabel,Curitiba,2 vagas,3 quartos,213 m²,4,"R$ 1.650.000,00"
Casa,Bairro Alto,Curitiba,6 vagas,3 quartos,296 m²,3,"R$ 1.650.000,00"
Sobrado,Vila Izabel,Curitiba,2 vagas,3 quartos,195 m²,5,"R$ 1.650.000,00"
Apartamento,Caioba,Matinhos,2 vagas,3 quartos,133 m²,2,"R$ 1.650.000,00"
Casa,São Lourenço,Curitiba,4 vagas,4 quartos,245 m²,2,"R$ 1.610.000,00"
Casa,Parzianello,Pato Branco,2 vagas,3 quartos,180 m²,2,"R$ 1.600.000,00"
Casa,Jardim Schaffer,Curitiba,2 vagas,4 quartos,350 m²,0,"R$ 1.600.000,00"
Casa,Menino Deus,Pato Branco,4 vagas,3 quartos,350 m²,3,"R$ 1.600.000,00"
Sobrado,Ahú,Curitiba,2 vagas,2 quartos,254 m²,4,"R$ 1.600.000,00"
Casa,Jardim Moinho Velho,Colombo,5 vagas,3 quartos,390 m²,2,"R$ 1.600.000,00"
Sobrado,Cristo Rei,Pato Branco,2 vagas,3 quartos,252 m²,4,"R$ 1.600.000,00"
Casa,Xaxim,Curitiba,2 vagas,3 quartos,295 m²,3,"R$ 1.600.000,00"
Apartamento,Caioba,Matinhos,2 vagas,3 quartos,184 m²,2,"R$ 1.600.000,00"
Casa,Jardim Primavera,Pato Branco,4 vagas,4 quartos,251 m²,0,"R$ 1.598.000,00"
Casa,Aristocrata,São José Dos Pinhais,4 vagas,5 quartos,323 m²,5,"R$ 1.595.000,00"
Apartamento,Caioba,Matinhos,2 vagas,3 quartos,172 m²,4,"R$ 1.592.155,00"
Casa,Seminário,Curitiba,3 vagas,4 quartos,210 m²,4,"R$ 1.590.000,00"
Sobrado,Rebouças,Curitiba,4 vagas,5 quartos,290 m²,4,"R$ 1.590.000,00"
Apartamento,Centro,Pato Branco,2 vagas,3 quartos,172 m²,4,"R$ 1.590.000,00"
Casa,Mercês,Curitiba,2 vagas,4 quartos,326 m²,3,"R$ 1.578.284,00"
Apartamento,Centro,Pato Branco,2 vagas,3 quartos,295 m²,4,"R$ 1.551.625,00"
Sobrado,Guabirotuba,Curitiba,4 vagas,4 quartos,183 m²,3,"R$ 1.550.000,00"
Casa,Santa Terezinha,Pato Branco,10 vagas,4 quartos,214 m²,4,"R$ 1.550.000,00"
Casa,Portão,Curitiba,2 vagas,3 quartos,341 m²,2,"R$ 1.550.000,00"
Sobrado,Balneário Canoas,Pontal Do Paraná,5 vagas,3 quartos,260 m²,4,"R$ 1.545.000,00"
Apartamento,Caioba,Matinhos,0 vaga,3 quartos,170 m²,0,"R$ 1.526.902,00"
Casa,Jardim Social,Curitiba,2 vagas,4 quartos,250 m²,4,"R$ 1.520.000,00"
Casa,Barreirinha,Curitiba,4 vagas,3 quartos,355 m²,4,"R$ 1.520.000,00"
Casa,Bacacheri,Curitiba,3 vagas,7 quartos,450 m²,0,"R$ 1.520.000,00"
Sobrado,Capão Da Imbuia,Curitiba,6 vagas,4 quartos,400 m²,2,"R$ 1.520.000,00"
Casa,Seminário,Curitiba,6 vagas,4 quartos,146 m²,4,"R$ 1.500.000,00"
Casa,Parolin,Curitiba,9 vagas,3 quartos,320 m²,4,"R$ 1.500.000,00"
Casa,Santo Inacio,Curitiba,6 vagas,4 quartos,417 m²,5,"R$ 1.500.000,00"
Casa,Hugo Lange,Curitiba,4 vagas,2 quartos,585 m²,3,"R$ 1.500.000,00"
Casa,Oficinas,Ponta Grossa,2 vagas,3 quartos,220 m²,1,"R$ 1.500.000,00"
Apartamento,Pereque,Porto Belo,2 vagas,2 quartos,150 m²,1,"R$ 1.500.000,00"
Casa,Portão,Curitiba,4 vagas,3 quartos,430 m²,0,"R$ 1.500.000,00"
Casa,Centro Cívico,Curitiba,3 vagas,3 quartos,170 m²,2,"R$ 1.500.000,00"
Casa,Umbará,Curitiba,2 vagas,4 quartos,204 m²,5,"R$ 1.500.000,00"
Sobrado,Umbará,Curitiba,2 vagas,3 quartos,177 m²,4,"R$ 1.500.000,00"
Casa,La Salle,Pato Branco,0 vaga,0 quarto,258 m²,0,"R$ 1.500.000,00"
Casa,Boa Vista,Curitiba,4 vagas,3 quartos,218 m²,3,"R$ 1.500.000,00"
Casa,Guabirotuba,Curitiba,8 vagas,6 quartos,346 m²,4,"R$ 1.500.000,00"
Apartamento,Itapema Do Norte,Itapoá,2 vagas,3 quartos,130 m²,3,"R$ 1.499.638,51"
Casa,Seminário,Curitiba,3 vagas,4 quartos,220 m²,0,"R$ 1.499.000,00"
Casa,Boqueirao,Curitiba,5 vagas,3 quartos,195 m²,3,"R$ 1.499.000,00"
Apartamento,Centro,Pato Branco,2 vagas,3 quartos,260 m²,4,"R$ 1.498.000,00"
Casa,Centro,Campo Mourão,2 vagas,4 quartos,140 m²,2,"R$ 1.495.000,00"
Apartamento,Mossunguê,Curitiba,0 vaga,2 quartos,88 m²,1,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,2 quartos,88 m²,1,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,2 quartos,95 m²,0,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,2 quartos,95 m²,1,"R$ 1.493.459,00"
Duplex,Mossunguê,Curitiba,0 vaga,2 quartos,88 m²,1,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,1 quarto,95 m²,1,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,2 quartos,95 m²,0,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,2 quartos,95 m²,1,"R$ 1.493.459,00"
Duplex,Ecoville,Curitiba,0 vaga,3 quartos,134 m²,0,"R$ 1.493.459,00"
Apartamento,Mossunguê,Curitiba,0 vaga,1 quarto,95 m²,1,"R$ 1.493.459,00"
Casa,Capão Da Imbuia,Curitiba,0 vaga,3 quartos,259 m²,1,"R$ 1.490.000,00"
Casa,Campininha,Quatro Barras,2 vagas,3 quartos,300 m²,2,"R$ 1.490.000,00"
Cobertura,Centro,Ponta Grossa,3 vagas,2 quartos,366 m²,2,"R$ 1.490.000,00"
Apartamento,Caioba,Matinhos,1 vaga,3 quartos,175 m²,1,"R$ 1.490.000,00"
Casa,Portão,Curitiba,4 vagas,5 quartos,370 m²,0,"R$ 1.490.000,00"
Casa,Pinheirinho,Curitiba,3 vagas,3 quartos,198 m²,3,"R$ 1.490.000,00"
Apartamento,Bigorrilho,Curitiba,2 vagas,4 quartos,300 m²,4,"R$ 1.480.000,00"
Cobertura,Boa Vista,Curitiba,2 vagas,3 quartos,343 m²,3,"R$ 1.480.000,00"
Casa,Santa Quitéria,Curitiba,5 vagas,3 quartos,263 m²,4,"R$ 1.480.000,00"
Casa,Jardim Social,Curitiba,5 vagas,3 quartos,300 m²,4,"R$ 1.450.000,00"
Casa,Oficinas,Ponta Grossa,0 vaga,4 quartos,300 m²,3,"R$ 1.450.000,00"
Sobrado,Balneario Gaivotas,Matinhos,2 vagas,3 quartos,180 m²,3,"R$ 1.450.000,00"
Casa,Boqueirão,Curitiba,5 vagas,5 quartos,295 m²,4,"R$ 1.450.000,00"
Sobrado,Boa Vista,Curitiba,7 vagas,4 quartos,341 m²,5,"R$ 1.450.000,00"
Apartamento,Ahú,Curitiba,3 vagas,3 quartos,312 m²,5,"R$ 1.450.000,00"
Casa,Jardim Social,Curitiba,3 vagas,3 quartos,156 m²,2,"R$ 1.450.000,00"
Casa,São Francisco,Curitiba,6 vagas,4 quartos,450 m²,1,"R$ 1.450.000,00"
Apartamento,Seminário,Curitiba,3 vagas,3 quartos,231 m²,4,"R$ 1.450.000,00"
Casa,Santa Quitéria,Curitiba,0 vaga,3 quartos,588 m²,2,"R$ 1.449.000,00"
